"15(1,G2)","Standard7"
"16(1,H2)","Standard7"
"17(1,A3)","Control1","1"
"18(1,B3)","Control1","1"
"19(1,C3)","Control2","1"
"20(1,D3)","Control2","1"
"21(1,E3)","Normoxia Blank 1","1"
"22(1,F3)","Normoxia Blank 1","1"
"23(1,G3)","Normoxia Blank 1","1"
"24(1,H3)","Normoxia Blank 2","1"
"25(1,A4)","Normoxia Blank 2","1"
"26(1,B4)","Normoxia Blank 2","1"
"27(1,C4)","Normoxia Blank 3","1"
"28(1,D4)","Normoxia Blank 3","1"
"29(1,E4)","Normoxia Blank 3","1"
"30(1,F4)","Normoxia DEP 1","1"
"31(1,G4)","Normoxia DEP 1","1"
"32(1,H4)","Normoxia DEP 1","1"
"33(1,A5)","Normoxia DEP 2","1"
"34(1,B5)","Normoxia DEP 2","1"
"35(1,C5)","Normoxia DEP 2","1"
"36(1,D5)","Normoxia DEP 3","1"
"37(1,E5)","Normoxia DEP 3","1"
"38(1,F5)","Normoxia DEP 3","1"
"39(1,G5)","Normoxia Ox66 1","1"
"40(1,H5)","Normoxia Ox66 1","1"
"41(1,A6)","Normoxia Ox66 1","1"
"42(1,B6)","Normoxia Ox66 2","1"
"43(1,C6)","Normoxia Ox66 2","1"
"44(1,D6)","Normoxia Ox66 2","1"
"45(1,E6)","Normoxia Ox66 3","1"
"46(1,F6)","Normoxia Ox66 3","1"
"47(1,G6)","Normoxia Ox66 3","1"
"48(1,H6)","Normoxia Mix 1","1"
"49(1,A7)","Normoxia Mix 1","1"
"50(1,B7)","Normoxia Mix 1","1"
"51(1,C7)","Normoxia Mix 2","1"
"52(1,D7)","Normoxia Mix 2","1"
"53(1,E7)","Normoxia Mix 2","1"
"54(1,F7)","Normoxia Mix 3","1"
"55(1,G7)","Normoxia Mix 3","1"
"56(1,H7)","Normoxia Mix 3","1"
"57(1,A8)","Hypoxia Blank 1","1"
"58(1,B8)","Hypoxia Blank 1","1"
"59(1,C8)","Hypoxia Blank 1","1"
"60(1,D8)","Hypoxia Blank 2","1"
"61(1,E8)","Hypoxia Blank 2","1"
"62(1,F8)","Hypoxia Blank 2","1"
"63(1,G8)","Hypoxia Blank 3","1"
"64(1,H8)","Hypoxia Blank 3","1"
"65(1,A9)","Hypoxia Blank 3","1"
"66(1,B9)","Hypoxia DEP 1","1"
"67(1,C9)","Hypoxia DEP 1","1"
"68(1,D9)","Hypoxia DEP 1","1"
"69(1,E9)","Hypoxia DEP 2","1"
"70(1,F9)","Hypoxia DEP 2","1"
"71(1,G9)","Hypoxia DEP 2","1"
"72(1,H9)","Hypoxia DEP 3","1"
"73(1,A10)","Hypoxia DEP 3","1"
"74(1,B10)","Hypoxia DEP 3","1"
"75(1,C10)","Hypoxia Ox66 1","1"
"76(1,D10)","Hypoxia Ox66 1","1"
"77(1,E10)","Hypoxia Ox66 1","1"
"78(1,F10)","Hypoxia Ox66 2","1"
"79(1,G10)","Hypoxia Ox66 2","1"
"80(1,H10)","Hypoxia Ox66 2","1"
"81(1,A11)","Hypoxia Ox66 3","1"
"82(1,B11)","Hypoxia Ox66 3","1"
"83(1,C11)","Hypoxia Ox66 3","1"
"84(1,D11)","Hypoxia Mix 1","1"
"85(1,E11)","Hypoxia Mix 1","1"
"86(1,F11)","Hypoxia Mix 1","1"
"87(1,G11)","Hypoxia Mix 2","1"
"88(1,H11)","Hypoxia Mix 2","1"
"89(1,A12)","Hypoxia Mix 2","1"
"90(1,B12)","Hypoxia Mix 3","1"
"91(1,C12)","Hypoxia Mix 3","1"
"92(1,D12)","Hypoxia Mix 3","1"
"93(1,E12)","Intereference DEP ","1"
"94(1,F12)","Intereference DEP ","1"
"95(1,G12)","Interference Ox66","1"
"96(1,H12)","Interference Ox66","1"


"DataType:","Analysis Types"
"Analyte:","IL-6","GRO/KC/CINC-1","TNFa"
"AnalysisType","Logistic 5P Weighted","Logistic 5P Weighted","Logistic 5P Weighted"

"DataType:","Analysis Coefficients"
"Analyte:","IL-6","GRO/KC/CINC-1","TNFa"
"Coefficient A","3.96118090060801","7.28128178799769","22.9861621335258"
"Coefficient B","12848.6386320554","14774.9322611636","11004.995235395"
"Coefficient C","189171.821602933","0.0603508140221058","778.05789206926"
"Coefficient D","-4.30504755989739","-0.383997115034633","-2.18813168159542"
"Coefficient F","0.276274539715002","143.906759522627","0.440855732203921"

"DataType:","R^2"
"Analyte:","IL-6","GRO/KC/CINC-1","TNFa"
"Value","0.940279740605855","0.7170070163565","0.961621496057293"

"DataType:","Audit Logs"
"UserId","Date","Message"

"DataType:","Warnings/Errors"
"Location","Status","Message"

-- CRC --
CRC32: AA59DFC0
