"Program","xPONENT","","MAGPIX"
"Build","4.2.1705.0"
"Date","10/16/2019","9:50 PM"

"SN","MAGPX17165724"
"Batch","Human CYK SVG"
"Version","1"
"Operator",""
"ComputerName","ENV18022701X"
"Country Code","409"
"ProtocolName","Human Cytokine Chemokine AD"
"ProtocolVersion","5"
"ProtocolDescription",""
"ProtocolDevelopingCompany","Miliilpore"
"SampleWash","Off"
"SampleVolume","100 uL"
"BatchStartTime","10/16/2019 9:52:19 PM"
"BatchStopTime","10/16/2019 11:02:33 PM"
"BatchDescription","<None>"
"ProtocolPlate","Name","Current 96-well plate","Type","96","Plates","1"
"ProtocolMicrosphere","Map","BP 50 regions","Type","MagPlex","Count","3"
"ProtocolAnalysis","Type","Quan","Mode","FitOfAllStandards"
"NormBead","None"
"ProtocolHeater","Off"

"Most Recent Calibration and Verification Results:"
"Last CAL Calibration","Passed 10/15/2019 15:47:30"
"Last VER Verification","Passed 10/15/2019 15:48:32"
"Last Fluidics Test","Passed 10/15/2019 15:49:52"
""
"CALInfo:"
"Calibrator"
"Lot","ExpirationDate","CalibrationTime","CL1Temp","CL2Temp","RP1LongTemp","RP1ShortTemp","CL1Current","CL2Current","RP1LongCurrent","RP1ShortCurrent","CL1Factor","CL2Factor","RP1LongFactor","RP1ShortFactor","Result","MachineSerialNo"
"B62703","11/17/2019","10/15/2019 3:47:30 PM","26.4","26.4","26.4","26.4","252","284","353","353","0.00702","0.00697","0.00407","0.11954","Pass","MAGPX17165724"


"AssayLotInfo:"
"KitName","LotNumber","ExpirationDate","Manufacturer"
"Human CYK and CHK","8062-13K","02/01/2021","Millipore"
"Reagent","LotName","LotNumber","ExpirationDate","Manufacturer"
"Standard1","Human CYK-CHK Std","8062-13K","02/01/2021","Millipore"
"Standard2","Human CYK-CHK Std","8062-13K","02/01/2021","Millipore"
"Standard3","Human CYK-CHK Std","8062-13K","02/01/2021","Millipore"
"Standard4","Human CYK-CHK Std","8062-13K","02/01/2021","Millipore"
"Standard5","Human CYK-CHK Std","8062-13K","02/01/2021","Millipore"
"Standard6","Human CYK-CHK Std","8062-13K","02/01/2021","Millipore"
"Control1","CYK and CHK","HCY-113","02/01/2021","Millipore"
"Control2","CYK and CHK","HCY-213","02/01/2021","Millipore"


"Samples","35","Min Events","50","Per Bead"

"Results"

"DataType:","Median"
"Location","Sample","IL-6","IL-8","TNFa","Total Events"
"29(1,E4)","Normoxia Control 3","","",""
"30(1,F4)","Normoxia DEP 1","","",""
"31(1,G4)","Normoxia DEP 1","","",""
"32(1,H4)","Normoxia DEP 1","","",""
"33(1,A5)","Normoxia DEP 2","","",""
"34(1,B5)","Normoxia DEP 2","","",""
"35(1,C5)","Normoxia DEP 2","","",""
"36(1,D5)","Normoxia DEP 3","","",""
"37(1,E5)","Normoxia DEP 3","","",""
"38(1,F5)","Normoxia DEP 3","","",""
"39(1,G5)","Normoxia Ox66 1","","",""
"40(1,H5)","Normoxia Ox66 1","","",""
"41(1,A6)","Normoxia Ox66 1","","",""
"42(1,B6)","Normoxia Ox66 2","","",""
"43(1,C6)","Normoxia Ox66 2","","",""
"44(1,D6)","Normoxia Ox66 2","","",""
"45(1,E6)","Normoxia Ox66 3","","",""
"46(1,F6)","Normoxia Ox66 3","","",""
"47(1,G6)","Normoxia Ox66 3","","",""
"48(1,H6)","Normoxia Mix 1","","",""
"49(1,A7)","Normoxia Mix 1","","",""
"50(1,B7)","Normoxia Mix 1","","",""
"51(1,C7)","Normoxia Mix 2","","",""
"52(1,D7)","Normoxia Mix 2","","",""
"53(1,E7)","Normoxia Mix 2","","",""
"54(1,F7)","Normoxia Mix 3","","",""
"55(1,G7)","Normoxia Mix 3","","",""
"56(1,H7)","Normoxia Mix 3","","",""
"57(1,A8)","Hypoxia Control 1","","",""
"58(1,B8)","Hypoxia Control 1","","",""
"59(1,C8)","Hypoxia Control 1","","",""
"60(1,D8)","Hypoxia Control 2","","",""
"61(1,E8)","Hypoxia Control 2","","",""
"62(1,F8)","Hypoxia Control 2","","",""
"63(1,G8)","Hypoxia Control 3","","",""
"64(1,H8)","Hypoxia Control 3","","",""
"65(1,A9)","Hypoxia Control 3","","",""
"66(1,B9)","Hypoxia DEP 1","","",""
"67(1,C9)","Hypoxia DEP 1","","",""
"68(1,D9)","Hypoxia DEP 1","","",""
"69(1,E9)","Hypoxia DEP 2","","",""
"70(1,F9)","Hypoxia DEP 2","","",""
"71(1,G9)","Hypoxia DEP 2","","",""
"72(1,H9)","Hypoxia DEP 3","","",""
"73(1,A10)","Hypoxia DEP 3","","",""
"74(1,B10)","Hypoxia DEP 3","","",""
"75(1,C10)","Hypoxia Ox66 1","","",""
"76(1,D10)","Hypoxia Ox66 1","","",""
"77(1,E10)","Hypoxia Ox66 1","","",""
"78(1,F10)","Hypoxia Ox66 2","","",""
"79(1,G10)","Hypoxia Ox66 2","","",""
"80(1,H10)","Hypoxia Ox66 2","","",""
"81(1,A11)","Hypoxia Ox66 3","","",""
"82(1,B11)","Hypoxia Ox66 3","","",""
"83(1,C11)","Hypoxia Ox66 3","","",""
"84(1,D11)","Hypoxia Mix 1","","",""
"85(1,E11)","Hypoxia Mix 1","","",""
"86(1,F11)","Hypoxia Mix 1","","",""
"87(1,G11)","Hypoxia Mix 2","","",""
"88(1,H11)","Hypoxia Mix 2","","",""
"89(1,A12)","Hypoxia Mix 2","","",""
"90(1,B12)","Hypoxia Mix 3","","",""
"91(1,C12)","Hypoxia Mix 3","","",""
"92(1,D12)","Hypoxia Mix 3","","",""
"93(1,E12)","DEP Interference ","","",""
"94(1,F12)","DEP Interference ","","",""
"95(1,G12)","Ox66 Interference","","",""
"96(1,H12)","Ox66 Interference","","",""

"DataType:","Units"
"Analyte:","IL-6","IL-8","TNFa"
"BeadID:","57","63","75"
"Units:","pg/ml","pg/ml","pg/ml"

"DataType:","Standard Expected Concentration"
"Reagent","IL-6","IL-8","TNFa"
"Standard1","3.2","3.2","3.2"
"Standard2","16","16","16"
"Standard3","80","80","80"
"Standard4","400","400","400"
"Standard5","2000","2000","2000"
"Standard6","10000","10000","10000"

"DataType:","Control Expected Concentration"
"Reagent","IL-6","IL-8","TNFa"
"Control1","168","171","169"
"Control2","797","801.5","819"

"DataType:","Control Range - Low"
"Reagent","IL-6","IL-8","TNFa"
"Control1","109","111","110"
"Control2","518","521","532"

"DataType:","Control Range - High"
"Reagent","IL-6","IL-8","TNFa"
"Control1","227","231","228"
"Control2","1076","1082","1106"

"DataType:","Per Bead Count"
"Analyte:","IL-6","IL-8","TNFa"
"BeadID:","57","63","75"
"Per Bead:","50","50","50"

"DataType:","Acquisition Time"
"Location","Sample","Seconds","Total Events"
"1(1,A1)","Background0","45","1570"
"2(1,B1)","Background0","44","1573"
"3(1,C1)","Standard 1","44","1577"
"4(1,D1)","Standard 1","44","1416"
"5(1,E1)","Standard2","44","1614"
"6(1,F1)","Standard2","45","1377"
"7(1,G1)","Standard3","44","1592"
"8(1,H1)","Standard3","44","1727"
"9(1,A2)","Standard4","46","1479"
"10(1,B2)","Standard4","44","1489"
"11(1,C2)","Standard5","44","1235"
"12(1,D2)","Standard5","44","1147"
"13(1,E2)","Standard6","44","1209"
"14(1,F2)","Standard6","44","1211"
"17(1,A3)","Control1","45","1503"
"18(1,B3)","Control1","44","1276"
"19(1,C3)","Control2","45","1390"
"20(1,D3)","Control2","44","1435"
"21(1,E3)","Normoxia Control 1","44","1471"
"22(1,F3)","Normoxia Control 1","44","1214"
"23(1,G3)","Normoxia Control 1","45","1464"
"24(1,H3)","Normoxia Control 2","44","1541"
"25(1,A4)","Normoxia Control 2","45","1486"
"26(1,B4)","Normoxia Control 2","45","1364"
"27(1,C4)","Normoxia Control 3","44","1276"
"28(1,D4)","Normoxia Control 3","44","1119"
"29(1,E4)","Normoxia Control 3","44","1489"
"30(1,F4)","Normoxia DEP 1","44","1129"
"31(1,G4)","Normoxia DEP 1","44","1390"
"32(1,H4)","Normoxia DEP 1","44","1264"
"33(1,A5)","Normoxia DEP 2","45","1336"
"34(1,B5)","Normoxia DEP 2","45","1407"
"35(1,C5)","Normoxia DEP 2","44","1473"
"36(1,D5)","Normoxia DEP 3","44","1223"
"37(1,E5)","Normoxia DEP 3","44","1465"
"38(1,F5)","Normoxia DEP 3","44","1207"
"39(1,G5)","Normoxia Ox66 1","44","1355"
"40(1,H5)","Normoxia Ox66 1","44","1298"
"41(1,A6)","Normoxia Ox66 1","45","1575"
"42(1,B6)","Normoxia Ox66 2","44","1407"
"43(1,C6)","Normoxia Ox66 2","44","1413"
"44(1,D6)","Normoxia Ox66 2","44","1222"
"45(1,E6)","Normoxia Ox66 3","45","1259"
"46(1,F6)","Normoxia Ox66 3","44","1362"
"47(1,G6)","Normoxia Ox66 3","44","1579"
"48(1,H6)","Normoxia Mix 1","44","1347"
"49(1,A7)","Normoxia Mix 1","45","1367"
"50(1,B7)","Normoxia Mix 1","44","1204"
"51(1,C7)","Normoxia Mix 2","44","1363"
"52(1,D7)","Normoxia Mix 2","44","1010"
"53(1,E7)","Normoxia Mix 2","44","1331"
"54(1,F7)","Normoxia Mix 3","44","1115"
"55(1,G7)","Normoxia Mix 3","44","1243"
"56(1,H7)","Normoxia Mix 3","45","1543"
"57(1,A8)","Hypoxia Control 1","45","1333"
"58(1,B8)","Hypoxia Control 1","44","1484"
"59(1,C8)","Hypoxia Control 1","44","1266"
"60(1,D8)","Hypoxia Control 2","45","1238"
"61(1,E8)","Hypoxia Control 2","44","1195"
"62(1,F8)","Hypoxia Control 2","44","1238"
"63(1,G8)","Hypoxia Control 3","44","1459"
"64(1,H8)","Hypoxia Control 3","44","1479"
"65(1,A9)","Hypoxia Control 3","45","1383"
"66(1,B9)","Hypoxia DEP 1","44","1337"
"67(1,C9)","Hypoxia DEP 1","45","1437"
"68(1,D9)","Hypoxia DEP 1","44","1414"
"69(1,E9)","Hypoxia DEP 2","44","1356"
"70(1,F9)","Hypoxia DEP 2","47","1364"
"71(1,G9)","Hypoxia DEP 2","44","1574"
"72(1,H9)","Hypoxia DEP 3","44","1350"
"73(1,A10)","Hypoxia DEP 3","45","1615"
"74(1,B10)","Hypoxia DEP 3","44","1405"
"75(1,C10)","Hypoxia Ox66 1","45","1321"
"76(1,D10)","Hypoxia Ox66 1","44","1030"
"77(1,E10)","Hypoxia Ox66 1","44","1417"
"78(1,F10)","Hypoxia Ox66 2","45","1319"
"79(1,G10)","Hypoxia Ox66 2","44","1421"
"80(1,H10)","Hypoxia Ox66 2","44","1338"
"81(1,A11)","Hypoxia Ox66 3","45","1561"
"82(1,B11)","Hypoxia Ox66 3","44","1414"
"83(1,C11)","Hypoxia Ox66 3","44","1375"
"84(1,D11)","Hypoxia Mix 1","44","1325"
"85(1,E11)","Hypoxia Mix 1","44","1197"
"86(1,F11)","Hypoxia Mix 1","44","1245"
"87(1,G11)","Hypoxia Mix 2","44","1431"
"88(1,H11)","Hypoxia Mix 2","44","1641"
"89(1,A12)","Hypoxia Mix 2","45","1509"
"90(1,B12)","Hypoxia Mix 3","44","1320"
"91(1,C12)","Hypoxia Mix 3","44","1314"
"92(1,D12)","Hypoxia Mix 3","44","1537"
"93(1,E12)","DEP Interference ","44","1439"
"94(1,F12)","DEP Interference ","44","1408"
"95(1,G12)","Ox66 Interference","44","1390"
"96(1,H12)","Ox66 Interference","44","1647"


"DataType:","Dilution Factor"
"Location","Sample","Dilution Factor"
"1(1,A1)","Background0"
"2(1,B1)","Background0"
"3(1,C1)","Standard 1"
"4(1,D1)","Standard 1"
"5(1,E1)","Standard2"
"6(1,F1)","Standard2"
"7(1,G1)","Standard3"
"8(1,H1)","Standard3"
"9(1,A2)","Standard4"
"10(1,B2)","Standard4"
"11(1,C2)","Standard5"
"12(1,D2)","Standard5"
"13(1,E2)","Standard6"
"14(1,F2)","Standard6"
"17(1,A3)","Control1","1"
"18(1,B3)","Control1","1"
"19(1,C3)","Control2","1"
"20(1,D3)","Control2","1"
"21(1,E3)","Normoxia Control 1","1"
"22(1,F3)","Normoxia Control 1","1"
"23(1,G3)","Normoxia Control 1","1"
"24(1,H3)","Normoxia Control 2","1"
"25(1,A4)","Normoxia Control 2","1"
"26(1,B4)","Normoxia Control 2","1"
"27(1,C4)","Normoxia Control 3","1"
"28(1,D4)","Normoxia Control 3","1"
"29(1,E4)","Normoxia Control 3","1"
"30(1,F4)","Normoxia DEP 1","1"
"31(1,G4)","Normoxia DEP 1","1"
"32(1,H4)","Normoxia DEP 1","1"
"33(1,A5)","Normoxia DEP 2","1"
"34(1,B5)","Normoxia DEP 2","1"
"35(1,C5)","Normoxia DEP 2","1"
"36(1,D5)","Normoxia DEP 3","1"
"37(1,E5)","Normoxia DEP 3","1"
"38(1,F5)","Normoxia DEP 3","1"
"39(1,G5)","Normoxia Ox66 1","1"
"40(1,H5)","Normoxia Ox66 1","1"
"41(1,A6)","Normoxia Ox66 1","1"
"42(1,B6)","Normoxia Ox66 2","1"
"43(1,C6)","Normoxia Ox66 2","1"
"44(1,D6)","Normoxia Ox66 2","1"
"45(1,E6)","Normoxia Ox66 3","1"
"46(1,F6)","Normoxia Ox66 3","1"
"47(1,G6)","Normoxia Ox66 3","1"
"48(1,H6)","Normoxia Mix 1","1"
"49(1,A7)","Normoxia Mix 1","1"
"50(1,B7)","Normoxia Mix 1","1"
"51(1,C7)","Normoxia Mix 2","1"
"52(1,D7)","Normoxia Mix 2","1"
"53(1,E7)","Normoxia Mix 2","1"
"54(1,F7)","Normoxia Mix 3","1"
"55(1,G7)","Normoxia Mix 3","1"
"56(1,H7)","Normoxia Mix 3","1"
"57(1,A8)","Hypoxia Control 1","1"
"58(1,B8)","Hypoxia Control 1","1"
"59(1,C8)","Hypoxia Control 1","1"
"60(1,D8)","Hypoxia Control 2","1"
"61(1,E8)","Hypoxia Control 2","1"
"62(1,F8)","Hypoxia Control 2","1"
"63(1,G8)","Hypoxia Control 3","1"
"64(1,H8)","Hypoxia Control 3","1"
"65(1,A9)","Hypoxia Control 3","1"
"66(1,B9)","Hypoxia DEP 1","1"
"67(1,C9)","Hypoxia DEP 1","1"
"68(1,D9)","Hypoxia DEP 1","1"
"69(1,E9)","Hypoxia DEP 2","1"
"70(1,F9)","Hypoxia DEP 2","1"
"71(1,G9)","Hypoxia DEP 2","1"
"72(1,H9)","Hypoxia DEP 3","1"
"73(1,A10)","Hypoxia DEP 3","1"
"74(1,B10)","Hypoxia DEP 3","1"
"75(1,C10)","Hypoxia Ox66 1","1"
"76(1,D10)","Hypoxia Ox66 1","1"
"77(1,E10)","Hypoxia Ox66 1","1"
"78(1,F10)","Hypoxia Ox66 2","1"
"79(1,G10)","Hypoxia Ox66 2","1"
"80(1,H10)","Hypoxia Ox66 2","1"
"81(1,A11)","Hypoxia Ox66 3","1"
"82(1,B11)","Hypoxia Ox66 3","1"
"83(1,C11)","Hypoxia Ox66 3","1"
"84(1,D11)","Hypoxia Mix 1","1"
"85(1,E11)","Hypoxia Mix 1","1"
"86(1,F11)","Hypoxia Mix 1","1"
"87(1,G11)","Hypoxia Mix 2","1"
"88(1,H11)","Hypoxia Mix 2","1"
"89(1,A12)","Hypoxia Mix 2","1"
"90(1,B12)","Hypoxia Mix 3","1"
"91(1,C12)","Hypoxia Mix 3","1"
"92(1,D12)","Hypoxia Mix 3","1"
"93(1,E12)","DEP Interference ","1"
"94(1,F12)","DEP Interference ","1"
"95(1,G12)","Ox66 Interference","1"
"96(1,H12)","Ox66 Interference","1"


"DataType:","Analysis Types"
"Analyte:","IL-6","IL-8","TNFa"
"AnalysisType","Logistic 5P Weighted","Logistic 5P Weighted","Logistic 5P Weighted"

"DataType:","Analysis Coefficients"
"Analyte:","IL-6","IL-8","TNFa"
"Coefficient A","-0.421650116347097","18.5207453804435","2.31293295392336"
"Coefficient B","47145.9805816633","35585.3399075518","50205.4482158669"
"Coefficient C","1434.07772161199","1274.18655193225","1024.02763271668"
"Coefficient D","-2.14293910667855","-1.77425899471147","-0.87297931289582"
"Coefficient F","1.04228955676061","0.641979922131531","2.44845226668304"

"DataType:","R^2"
"Analyte:","IL-6","IL-8","TNFa"
"Value","0.907950898557667","0.994834916056756","0.985931749132784"

"DataType:","Audit Logs"
"UserId","Date","Message"

"DataType:","Warnings/Errors"
"Location","Status","Message"

-- CRC --
CRC32: 5A6C767F
